seed,gt_map,s,along_track_err_m,lateral_err_m,num_inliers,residual,lambda_along_raw,lambda_along_cal,lambda_min_raw,lambda_min_cal,ratio
0,0,62.5,-0.611579498209629,0.024009008918782104,986,10.696144505931638,558.0272336572307,51127.45893446152,557.4931748858925,51078.52750915952,0.0016612753262347198
0,0,63.0,-0.5954162503331801,0.025411160459768354,1011,13.744157667041014,584.8830573157162,42767.80628120109,584.7257330823129,42756.302422005014,0.001728299070100004
0,0,63.5,-0.5977900954146236,0.0254698622283173,984,11.897512707343076,553.1101752937645,45466.79333264638,552.8508783578686,45445.47859152829,0.0016417208650747928
0,0,64.0,-0.6100045750667249,0.027173004441930538,1017,13.356649162564377,559.8957054083655,42379.98252992814,559.7375937398681,42368.01464075883,0.001669247625520734
0,0,64.5,-0.6305753711831628,0.02812158689341512,994,10.494022960453915,549.8496674512292,51767.70371944339,549.105647274417,51697.65508914588,0.0016212972564424207
0,0,65.0,-0.6486085998832181,0.029739178290883947,1005,14.97955909469842,576.3092952556235,38434.57489774394,576.1456254916767,38423.65961691697,0.0017381939150210002
0,0,65.5,-0.6566243856469214,0.029511281881555718,988,11.526168050495325,552.027686069128,47031.34513960066,550.8630017640942,46932.11701950622,0.0016407474817819018
0,0,66.0,-0.6678421081835069,0.03103900952144895,997,11.750126162171412,549.3672584733599,46333.37086199343,548.8295039705056,46288.016905365774,0.0016509316734116136
0,0,66.5,-0.6789547358171006,0.03192210494645638,998,10.75206819387532,557.3557154762182,51422.37379663886,557.1017985910439,51398.947089743866,0.0016665414315097918
0,0,67.0,-0.6783282652449003,0.03281554708959526,984,10.098021706022656,551.0038945394857,53365.08719705142,550.5887026079697,53324.87558720902,0.0016484407284261405
0,0,67.5,-0.6906562298444356,0.03369346366171647,999,10.734562522314214,570.1332336738859,52740.137277258764,570.1237021050097,52739.25556010686,0.0016779572988105604
0,0,68.0,-0.6846034612878213,0.034302727919477624,990,11.690711329496736,547.4503319245802,46078.55856081399,547.4366125189662,46077.403806860726,0.0016285847624965494
0,0,68.5,-0.6904464428890549,0.03597305863921195,994,10.221707917616119,554.1855061811734,53565.92895433606,553.6129004599948,53510.58258197988,0.0016814917887061868
0,0,69.0,-0.6923982260175592,0.03700573727189768,986,11.130506107496753,536.9230961632803,47274.09779557216,536.8059773191894,47263.78591342587,0.0016345629622407396
0,0,69.5,-0.6991299488438187,0.038354447195289944,1019,12.393545389046785,570.4688335332307,46627.89462004053,569.8896233740894,46580.55224360249,0.0016953850442376624
0,0,70.0,-0.698200526420294,0.03905696948392698,993,11.257094095392405,546.504820413972,47916.474107591406,546.2845279975054,47897.15929923944,0.0016465970015809644
0,0,70.5,-0.7120450031317489,0.04043553462376869,1026,12.887267400145419,604.179746253494,47819.551037763835,604.1740752488216,47819.10218971977,0.00181846122761997
0,0,71.0,-0.7188100579804626,0.03995971341244417,990,11.85547171939247,560.2888742795791,46503.780308402456,560.215447804563,46497.685936695794,0.001682141799258363
0,0,71.5,-0.7253415536754204,0.04213730863156064,1007,11.049349364185012,580.3763100829716,52578.361607077786,580.0056986947848,52544.786598509636,0.001731931913751886
0,0,72.0,-0.734168661894472,0.042952361695823456,1001,13.179949617645338,556.6468199784165,42023.19446934842,556.2765562728756,41995.24198108398,0.0016795408466630756
0,0,72.5,-0.7474750409735265,0.04460034859255899,998,10.337378236998678,563.5574443396173,54080.34532237575,562.7781871761956,54005.565906513075,0.0016947825234724244
0,0,73.0,-0.7507939604807348,0.04519519631548896,998,10.456868948196872,567.6849054387117,53853.92405556612,566.9417050044337,53783.41969766931,0.0017090586170820333
0,0,73.5,-0.7582769158929352,0.04586580134163632,1005,10.23701093806337,550.6779259793059,53739.05052771187,550.2522811743722,53697.51309430466,0.0016510220883911829
0,0,74.0,-0.7683763994948407,0.0473565339600675,999,12.05264237133197,558.630283958816,46024.75165865231,558.2423464147001,45992.790038167885,0.0016619453256217973
0,0,74.5,-0.7758649118800633,0.049007798635214476,995,12.15322192736371,551.138592258641,44850.3344217326,550.9442859902649,44834.52224447027,0.0016761565065020426
0,0,75.0,-0.7756332392474548,0.049385624365150996,1004,10.654076898594107,562.4412120629561,52685.59021879225,562.2617755328382,52668.781849680396,0.0016785600653504906
0,0,75.5,-0.7662690174773132,0.05061391465305534,990,10.788054103084264,562.4457012583204,51301.797780190864,562.3816725654622,51295.95759500358,0.001692479996162689
